"","age","day","grp.job","marital","education","housing","loan","contact","grp.month","grp.duration","grp.campaign","grp.pdays","grp.previous","y.subscribe","train.subscribe"
"23990",42,29,"3","2","0","1","0","1","2","0","1","0","0",0,0
"39326",37,18,"3","1","2","1","0","2","1","0","1","0","0",0,0
"32681",32,17,"1","2","2","1","0","1","1","0","0","0","0",0,0
"6197",59,27,"0","2","2","1","0","0","1","1","0","0","0",0,0
"34657",38,5,"3","2","2","1","0","2","1","1","1","0","0",0,0
"22063",33,20,"2","2","3","0","0","2","2","0","2","0","0",0,0
"28956",34,2,"2","2","3","0","0","2","0","2","0","0","0",0,0
"23740",49,28,"2","1","3","0","0","2","2","0","2","0","0",0,0
"40792",55,11,"3","2","3","0","0","2","2","0","0","0","0",0,0
"16807",27,24,"3","1","2","1","1","2","2","0","1","0","0",0,0
"25733",40,19,"1","1","2","0","0","2","3","2","0","0","0",1,0
"27530",32,21,"2","1","2","1","0","2","3","0","1","0","0",0,0
"28663",32,30,"3","2","2","1","0","2","0","0","0","0","0",0,0
"10636",48,16,"0","2","0","0","0","0","2","1","2","0","0",0,0
"8671",29,3,"3","1","0","1","0","0","2","0","1","0","0",0,0
"30963",27,9,"2","1","3","0","0","2","0","1","2","0","0",0,0
"11654",36,20,"0","1","1","0","0","0","2","2","1","0","0",0,0
"25992",40,19,"1","2","2","0","0","2","3","0","1","0","0",0,0
"41230",27,21,"0","1","3","0","0","2","2","0","0","1","1",0,0
"14948",43,16,"3","2","2","1","0","2","2","1","2","0","0",0,0
"11499",45,19,"2","2","3","0","0","0","2","2","1","0","0",0,0
"23687",54,28,"3","2","2","0","0","2","2","0","2","0","0",0,0
"31021",40,10,"1","2","2","0","0","2","0","0","1","1","1",1,0
"5283",34,23,"3","1","2","1","0","0","1","1","0","0","0",0,0
"30432",35,5,"3","1","2","0","0","2","0","0","0","0","0",0,0
"28036",45,28,"1","2","1","0","0","2","0","0","1","0","0",0,0
"28021",45,28,"3","2","2","0","0","2","0","1","1","0","0",0,0
"16840",41,24,"2","2","3","1","0","1","2","2","2","0","0",0,0
"25678",30,19,"0","1","3","0","0","2","3","1","0","0","0",0,0
"25771",53,19,"2","2","1","0","0","2","3","0","0","0","0",0,0
"24383",51,17,"3","2","2","0","1","2","3","1","0","0","0",0,0
"28243",29,29,"1","1","3","0","0","2","0","1","0","0","0",0,0
"37099",59,13,"1","0","2","1","0","2","1","0","0","0","0",0,0
"30928",40,9,"3","2","3","1","0","2","0","0","2","1","1",0,0
"19029",56,5,"3","2","2","1","0","2","2","2","1","0","0",0,0
"25958",31,19,"3","2","2","1","0","2","3","2","0","0","0",0,0
"13918",53,10,"1","2","2","1","1","2","2","1","0","0","0",0,0
"30573",39,6,"1","1","2","1","1","2","0","0","2","0","0",0,0
"43058",50,18,"3","2","2","0","0","2","0","1","1","1","1",0,0
"15197",32,17,"2","2","3","1","0","2","2","2","1","0","0",0,0
"14080",46,11,"1","2","1","0","1","1","2","0","1","0","0",0,0
"17450",26,28,"0","1","3","0","0","2","2","2","1","0","0",0,0
"20325",37,11,"2","2","3","1","0","2","2","2","0","0","0",0,0
"29355",53,2,"1","0","1","1","0","2","0","0","1","1","1",0,0
"14808",34,16,"2","1","3","0","0","2","2","2","0","0","0",0,0
"5078",36,21,"2","1","3","1","0","0","1","2","1","0","0",0,0
"10064",42,11,"3","2","2","0","0","0","2","2","2","0","0",1,0
"22288",34,21,"2","2","2","0","0","2","2","1","1","0","0",0,0
"5623",33,23,"2","0","3","0","0","0","1","1","2","0","0",0,0
"6474",36,27,"3","1","2","1","1","0","1","0","1","0","0",0,0
"8598",25,3,"3","1","2","1","0","0","2","0","0","0","0",0,0
"27937",33,28,"2","1","3","1","0","2","0","0","0","0","0",0,0
"27367",49,21,"3","0","2","0","0","2","3","0","1","0","0",0,0
"34711",30,5,"1","1","2","1","0","2","1","1","0","0","0",0,0
"32730",31,17,"1","2","2","0","0","2","1","2","0","0","0",0,0
"39888",25,2,"2","1","3","0","0","2","2","0","0","0","0",0,0
"9034",37,5,"2","1","2","0","0","0","2","0","0","0","0",0,0
"29544",53,3,"1","2","1","1","0","2","0","2","1","0","0",1,0
"41708",63,7,"0","2","2","1","0","2","3","2","0","0","0",0,0
"20312",30,11,"2","1","3","0","0","2","2","2","2","0","0",0,0
"37935",31,14,"1","1","1","1","0","1","1","0","1","0","0",0,0
"2743",57,14,"3","1","2","1","0","0","1","0","1","0","0",0,0
"38443",41,15,"3","0","2","1","0","2","1","2","1","2","1",0,0
"25763",33,19,"0","1","2","0","1","2","3","2","0","0","0",0,0
"2341",37,13,"1","0","2","1","0","0","1","0","0","0","0",0,0
"17196",25,28,"0","1","3","0","0","2","2","0","2","0","0",0,0
"42077",30,30,"3","1","3","0","0","2","3","0","0","1","1",0,0
"28648",34,29,"3","2","2","0","0","2","0","2","1","2","1",0,0
"7701",41,30,"1","2","2","1","1","0","1","1","1","0","0",0,0
"44571",60,16,"3","2","3","1","0","2","2","1","1","2","1",1,0
"38606",60,15,"1","2","1","1","1","2","1","2","2","1","1",0,0
"25369",32,18,"1","2","2","1","0","2","3","0","1","0","0",0,0
"22975",52,26,"1","2","2","0","1","2","2","1","1","0","0",0,0
"1980",50,9,"2","2","3","1","0","0","1","0","1","0","0",0,0
"350",55,5,"2","2","3","1","0","0","1","0","1","0","0",0,0
"23953",45,29,"1","2","1","1","0","2","2","2","2","0","0",0,0
"2001",52,9,"2","2","1","1","0","0","1","0","2","0","0",0,0
"41595",76,16,"0","2","2","0","0","1","3","2","1","0","0",0,0
"30537",37,5,"0","1","1","0","0","2","0","1","1","0","0",0,0
"26660",38,20,"1","2","2","1","0","2","3","0","2","1","1",0,0
"564",47,6,"3","2","2","1","0","0","1","0","1","0","0",0,0
"3605",31,15,"0","1","1","1","0","0","1","0","2","0","0",0,0
"9761",51,9,"2","2","3","0","0","0","2","0","0","0","0",0,0
"17528",49,29,"3","2","2","0","0","2","2","1","2","0","0",0,0
"30124",31,4,"3","1","2","1","0","2","0","0","2","2","1",0,0
"34405",34,5,"0","2","2","1","0","2","1","0","2","0","0",0,0
"30648",33,6,"2","1","3","1","0","2","0","0","0","0","0",0,0
"11082",36,18,"3","1","2","0","0","0","2","1","1","0","0",0,0
"33167",30,20,"0","1","2","0","0","2","1","1","0","0","0",0,0
"2213",56,12,"3","2","2","1","0","0","1","0","0","0","0",0,0
"40824",34,11,"1","1","2","0","0","2","2","0","0","0","0",0,0
"25489",50,19,"3","0","2","1","0","2","3","1","0","0","0",0,0
"16795",51,24,"2","1","3","1","0","2","2","2","1","0","0",0,0
"25367",38,18,"3","2","2","1","0","1","3","0","2","0","0",0,0
"27223",34,21,"2","2","3","1","0","2","3","0","0","0","0",0,0
"6115",36,27,"3","1","2","1","0","0","1","1","2","0","0",0,0
"7314",52,29,"1","2","2","1","0","0","1","0","0","0","0",0,0
"1151",44,7,"3","2","2","1","0","0","1","2","1","0","0",0,0
"17406",37,28,"1","1","1","0","0","2","2","1","2","0","0",0,0
"6431",28,27,"3","2","2","1","1","0","1","2","1","0","0",0,0
"41443",51,4,"1","2","1","0","0","2","3","1","0","0","0",0,0
"42236",29,12,"2","1","3","0","0","2","3","1","0","1","1",1,0
"15572",48,21,"2","1","2","1","0","2","2","1","1","0","0",0,0
"33014",23,17,"3","1","2","1","0","2","1","1","1","2","1",0,0
"26267",45,20,"3","2","2","1","0","2","3","1","0","0","0",1,0
"27867",43,28,"2","2","2","0","0","2","0","1","0","0","0",0,0
"4175",31,19,"3","1","2","1","0","0","1","1","0","0","0",0,0
"32958",40,17,"3","2","2","1","1","2","1","1","1","2","1",0,0
"33045",33,17,"1","1","2","1","1","2","1","2","1","2","1",0,0
"670",47,6,"3","0","2","1","0","0","1","0","1","0","0",0,0
"28604",33,29,"3","1","2","0","0","2","0","2","1","2","1",0,0
"28650",31,29,"0","1","3","0","0","2","0","1","1","0","0",0,0
"4912",30,21,"1","1","1","1","0","0","1","2","0","0","0",0,0
"2802",40,14,"3","2","2","1","0","0","1","1","0","0","0",0,0
"42704",66,18,"0","2","2","0","0","2","0","2","0","1","1",1,0
"24439",43,17,"3","2","3","1","0","2","3","0","0","0","0",0,0
"19600",56,7,"3","2","2","0","0","2","2","0","2","0","0",0,0
"38250",28,15,"0","1","3","1","0","2","1","0","0","0","0",0,0
"41362",34,31,"3","1","2","0","0","2","2","0","0","0","0",0,0
"40193",56,8,"0","2","0","0","0","2","2","0","1","0","0",0,0
"10621",38,16,"3","2","2","0","0","0","2","0","0","0","0",0,0
"31032",33,11,"2","2","2","0","0","2","0","2","0","0","0",1,0
"19607",52,7,"1","2","1","0","0","2","2","0","2","0","0",0,0
"19091",55,5,"1","2","1","0","0","2","2","2","1","0","0",0,0
"11247",44,18,"1","2","2","1","0","0","2","0","1","0","0",0,0
"35261",39,7,"2","2","3","1","0","2","1","2","0","1","1",0,0
"43442",33,12,"2","1","3","1","0","2","1","0","0","1","1",0,0
"36633",32,12,"1","2","2","0","0","2","1","0","0","0","0",0,0
"36421",49,11,"2","1","2","1","0","2","1","1","1","2","1",0,0
"29284",38,2,"0","1","2","0","0","2","0","1","1","0","0",0,0
"28382",50,29,"0","2","2","0","0","2","0","2","1","0","0",0,0
"11581",28,19,"3","1","2","1","0","0","2","1","0","0","0",0,0
"23813",60,29,"0","2","3","0","0","2","2","0","1","0","0",0,0
"28018",42,28,"3","0","2","0","0","2","0","0","0","0","0",0,0
"19441",30,6,"2","1","3","0","0","2","2","0","1","0","0",0,0
"36276",52,11,"3","2","2","1","1","2","1","0","1","2","1",0,0
"12700",39,7,"2","2","1","0","1","2","2","0","2","0","0",0,0
"36101",36,11,"2","1","2","1","0","2","1","2","0","1","1",1,0
"20316",35,11,"3","2","2","1","0","2","2","0","2","0","0",0,0
"24082",57,23,"0","2","0","0","0","0","3","1","0","0","0",1,0
"7853",32,30,"1","2","2","1","0","0","1","2","2","0","0",0,0
"20915",60,13,"2","2","2","0","0","2","2","2","2","0","0",0,0
"34594",45,5,"3","1","2","1","0","2","1","1","0","0","0",0,0
"9535",45,6,"1","0","2","0","0","0","2","2","2","0","0",0,0
"9678",31,6,"3","2","2","1","0","0","2","0","2","0","0",0,0
"27749",42,28,"3","0","2","0","0","2","0","0","0","0","0",0,0
"11266",58,18,"2","2","3","0","0","0","2","1","0","0","0",0,0
"34500",32,5,"2","1","3","1","0","2","1","2","0","0","0",0,0
"37241",39,13,"3","0","2","1","0","2","1","0","2","0","0",0,0
"45004",62,13,"2","0","3","1","0","2","3","1","0","1","1",1,0
"13005",33,7,"3","2","2","0","0","2","2","1","1","0","0",0,0
"37314",42,13,"1","2","1","1","0","2","1","2","0","0","0",0,0
"41764",55,13,"2","0","2","1","0","2","3","1","0","1","1",0,0
"720",38,6,"3","2","2","1","0","0","1","1","1","0","0",0,0
"28434",34,29,"3","1","2","0","0","2","0","0","0","0","0",0,0
"7256",31,29,"3","2","3","0","0","0","1","0","2","0","0",0,0
"10852",45,17,"1","2","2","0","1","0","2","2","0","0","0",0,0
"8153",52,2,"2","2","2","1","0","0","2","2","2","0","0",0,0
"13328",27,8,"3","1","2","0","1","2","2","0","1","0","0",0,0
"267",37,5,"2","1","3","1","0","0","1","0","0","0","0",0,0
"20023",32,8,"2","2","1","0","0","2","2","0","1","0","0",0,0
"14352",50,14,"1","2","1","1","0","2","2","0","1","0","0",0,0
"28743",38,30,"3","0","2","0","1","2","0","0","0","0","0",0,0
"22136",36,21,"3","2","2","0","0","2","2","1","2","0","0",0,0
"107",47,5,"3","2","3","1","0","0","1","1","0","0","0",0,0
"3299",57,15,"1","2","2","0","0","0","1","1","1","0","0",0,0
"26132",58,19,"1","2","2","1","1","2","3","1","2","1","1",0,0
"16047",36,22,"3","2","3","1","0","2","2","0","0","0","0",0,0
"24537",42,17,"3","1","2","0","0","2","3","0","0","1","1",0,0
"4746",38,20,"0","2","2","1","0","0","1","0","1","0","0",0,0
"32050",54,14,"1","2","0","0","0","2","1","0","2","1","1",0,0
"43078",48,19,"2","2","3","0","1","2","0","1","2","1","1",1,0
"29593",34,3,"2","1","3","0","0","2","0","0","2","0","0",0,0
"23517",53,28,"1","2","1","0","0","2","2","0","2","0","0",0,0
"33085",50,20,"1","2","1","1","1","2","1","1","1","1","1",0,0
"43724",50,14,"3","2","3","0","0","2","1","1","1","0","0",0,0
"7453",56,29,"3","2","2","1","0","0","1","0","1","0","0",0,0
"29854",29,4,"2","2","3","1","0","2","0","0","1","0","0",1,0
"44984",35,11,"1","0","0","0","0","0","3","0","0","2","1",0,0
"42522",50,18,"2","2","3","1","0","2","0","2","0","1","1",1,0
"26045",43,19,"3","1","2","1","0","2","3","2","1","0","0",1,0
"8422",52,3,"2","2","3","0","0","0","2","1","0","0","0",0,0
"13110",27,8,"3","1","2","0","0","2","2","1","0","0","0",0,0
"37534",30,13,"2","1","3","1","1","2","1","1","2","0","0",0,0
"20512",31,12,"2","1","3","1","0","2","2","0","1","0","0",0,0
"7756",35,30,"1","2","1","1","0","0","1","1","1","0","0",0,0
"33581",34,20,"1","2","2","1","0","2","1","2","1","0","0",0,0
"16492",56,23,"1","2","1","1","0","1","2","1","2","0","0",0,0
"36246",37,11,"2","2","3","1","0","2","1","1","0","2","1",0,0
"21122",32,14,"2","2","3","0","0","2","2","0","2","0","0",0,0
"8517",24,3,"3","1","2","1","0","0","2","2","0","0","0",0,0
"18457",44,31,"2","2","3","0","0","1","2","0","1","0","0",0,0
"27321",31,21,"2","1","3","1","0","2","3","0","1","1","1",0,0
"22121",30,21,"3","1","2","0","1","2","2","0","1","0","0",0,0
"27119",43,21,"2","2","3","1","0","2","3","0","0","0","0",0,0
"7480",49,29,"1","2","1","1","0","0","1","0","1","0","0",0,0
"38370",35,15,"2","1","3","1","0","2","1","0","2","0","0",0,0
"11984",52,20,"2","1","0","0","0","0","2","0","1","0","0",0,0
"15611",39,21,"3","2","2","0","1","2","2","2","0","0","0",0,0
"43002",35,11,"2","1","3","0","0","2","0","2","0","1","1",1,0
"9645",49,6,"2","1","3","1","0","0","2","0","1","0","0",0,0
"7358",45,29,"1","2","1","1","0","0","1","0","1","0","0",0,0
"32049",65,14,"2","2","2","0","0","1","1","1","2","0","0",0,0
"13377",40,9,"3","2","2","1","0","2","2","0","0","0","0",0,0
"30862",45,9,"2","2","2","0","1","2","0","0","2","0","0",0,0
"2406",55,13,"1","0","1","1","0","0","1","2","0","0","0",0,0
"34388",31,4,"3","2","2","1","1","1","1","1","1","0","0",0,0
"43634",29,5,"0","1","0","0","0","2","1","1","0","1","1",1,0
"1139",37,7,"1","2","2","1","0","0","1","2","1","0","0",0,0
"31487",52,1,"3","0","2","1","0","2","1","2","1","0","0",0,0
"849",56,7,"1","2","2","1","0","0","1","0","0","0","0",0,0
"34074",34,30,"2","1","3","0","0","2","1","2","1","1","2",1,0
"27807",43,28,"3","2","2","0","0","2","0","0","0","0","0",0,0
"5039",31,21,"3","2","2","1","0","0","1","1","0","0","0",0,0
"16674",41,24,"1","2","2","0","1","2","2","2","0","0","0",1,0
"39783",31,1,"0","1","1","0","0","2","2","1","0","0","0",0,0
"33079",37,20,"1","2","2","1","0","2","1","0","1","0","0",0,0
"1499",39,8,"1","2","1","1","0","0","1","1","1","0","0",0,0
"692",36,6,"1","2","1","1","0","0","1","2","1","0","0",0,0
"3521",43,15,"1","2","1","1","1","0","1","1","1","0","0",0,0
"26029",42,19,"2","2","3","0","0","2","3","2","1","0","0",1,0
"29760",53,4,"3","2","2","0","0","2","0","0","2","0","0",0,0
"16433",57,23,"2","2","3","0","1","2","2","1","2","0","0",0,0
"37717",42,14,"1","1","1","1","0","2","1","0","2","2","1",0,0
"6546",57,27,"1","2","1","1","0","0","1","1","1","0","0",0,0
"20876",54,13,"2","2","3","0","0","2","2","2","0","0","0",0,0
"29612",43,3,"2","2","3","0","0","2","0","0","1","0","0",0,0
"23782",31,29,"2","1","3","0","0","2","2","1","1","0","0",0,0
"35531",32,7,"1","1","2","1","0","2","1","1","1","2","1",0,0
"24259",42,17,"1","2","2","1","1","2","3","1","1","0","0",0,0
"17436",59,28,"1","2","2","0","1","1","2","1","2","0","0",0,0
"41616",71,22,"0","0","2","0","0","2","3","2","0","0","0",1,0
"21424",35,18,"2","0","3","1","1","2","2","1","2","0","0",0,0
"9462",48,6,"2","2","2","0","0","0","2","0","0","0","0",0,0
"1910",44,9,"3","2","2","1","0","0","1","0","2","0","0",0,0
"8848",45,4,"3","2","2","0","0","0","2","0","2","0","0",0,0
"39490",31,25,"3","1","3","1","0","2","1","0","0","0","0",0,0
"12713",59,7,"1","2","2","0","1","2","2","2","1","0","0",0,0
"23757",35,28,"3","1","2","0","0","2","2","0","1","0","0",0,0
"2832",39,14,"2","0","3","1","1","0","1","2","0","0","0",1,0
"40241",60,15,"1","2","1","0","0","1","2","0","1","0","0",0,0
"2105",47,12,"1","2","1","1","0","0","1","1","0","0","0",0,0
"23506",34,28,"2","2","3","0","0","2","2","0","2","0","0",0,0
"44857",26,23,"2","1","3","0","0","2","3","2","0","0","0",1,0
"9434",59,6,"1","0","1","0","0","0","2","0","0","0","0",0,0
"22143",32,21,"3","1","3","0","0","2","2","0","1","0","0",0,0
"16825",32,24,"2","1","3","0","1","2","2","2","1","0","0",0,0
"1202",36,8,"2","1","2","1","0","0","1","0","0","0","0",0,0
"5693",35,26,"0","0","1","0","0","0","1","2","2","0","0",0,0
"31160",56,26,"3","0","2","0","0","2","0","0","0","2","1",0,0
"36975",35,13,"3","1","2","1","0","2","1","2","1","2","1",1,0
"14760",32,16,"3","1","2","1","0","2","2","1","1","0","0",0,0
"29102",31,2,"0","1","2","1","0","2","0","2","0","0","0",1,0
"18023",56,30,"2","2","2","0","1","2","2","0","1","0","0",0,0
"39352",35,18,"3","1","2","1","0","2","1","2","1","2","1",1,0
"32514",42,17,"3","2","2","1","0","2","1","0","0","0","0",0,0
"30301",26,5,"2","1","2","1","0","2","0","2","0","2","1",1,0
"22326",31,22,"3","2","3","0","0","2","2","0","2","0","0",0,0
"10744",57,16,"3","0","1","0","0","0","2","1","1","0","0",0,0
"20088",32,11,"3","1","2","0","0","2","2","0","1","0","0",0,0
"29193",32,2,"2","2","3","0","0","2","0","0","1","0","0",0,0
"13830",35,10,"2","1","3","0","1","2","2","1","0","0","0",0,0
"43975",75,24,"0","2","2","0","0","1","2","1","0","0","0",0,0
"23883",34,29,"3","1","2","0","0","2","2","0","2","0","0",0,0
"7106",31,29,"3","2","2","1","0","0","1","0","2","0","0",0,0
"6565",27,27,"1","2","2","0","0","0","1","2","1","0","0",0,0
"4761",39,20,"1","2","1","1","0","0","1","1","1","0","0",0,0
"20381",53,11,"0","0","2","0","1","2","2","1","2","0","0",0,0
"15922",38,22,"1","2","2","1","0","2","2","1","1","0","0",0,0
"41461",42,7,"2","1","3","0","0","2","3","0","0","0","0",0,0
"34119",39,30,"1","2","3","0","0","1","1","0","2","0","0",0,0
"45185",63,16,"0","2","2","0","0","2","3","0","0","1","2",0,0
"20917",53,13,"3","2","2","0","0","2","2","1","2","0","0",0,0
"40448",26,3,"2","1","3","0","0","2","2","2","0","0","0",1,0
"36634",31,12,"3","1","2","1","0","2","1","1","0","0","0",0,0
"35997",54,8,"1","2","1","1","0","2","1","1","0","0","0",0,0
"18604",27,31,"3","1","2","1","1","2","2","0","2","0","0",0,0
"19688",33,7,"2","2","3","1","0","0","2","0","0","0","0",0,0
"19528",45,7,"3","0","2","0","0","2","2","0","1","0","0",0,0
"22743",59,25,"1","2","1","0","0","2","2","2","2","0","0",1,0
"1098",46,7,"3","2","1","1","0","0","1","2","1","0","0",0,0
"18217",43,30,"3","2","2","0","0","2","2","2","2","0","0",1,0
"19828",46,8,"2","2","3","0","0","2","2","0","1","0","0",0,0
"2952",57,14,"0","2","3","1","1","0","1","1","1","0","0",0,0
"40346",34,18,"2","2","3","1","1","2","2","1","1","2","1",1,0
"24286",38,17,"2","2","3","0","0","2","3","1","0","0","0",0,0
"37983",55,14,"2","2","1","1","0","2","1","0","2","2","2",0,0
"17894",39,30,"3","0","2","1","0","2","2","0","2","0","0",0,0
"32080",34,14,"3","2","2","1","0","2","1","1","2","0","0",0,0
"42325",31,16,"0","1","0","0","0","2","3","1","0","1","1",0,0
"22924",32,26,"2","1","3","1","0","2","2","2","2","0","0",1,0
"13679",32,9,"2","2","0","1","0","2","2","0","0","0","0",0,0
"17499",35,28,"0","2","2","1","0","2","2","0","2","0","0",0,0
"9800",50,9,"3","2","2","0","0","0","2","2","0","0","0",1,0
"36191",34,11,"3","2","3","1","0","2","1","2","1","0","0",0,0
"23360",51,27,"1","2","2","0","0","2","2","1","2","0","0",0,0
"3408",54,15,"2","0","2","1","0","0","1","0","1","0","0",0,0
"6537",35,27,"1","2","1","1","0","0","1","0","1","0","0",0,0
"40512",28,7,"3","1","2","0","0","2","2","2","0","0","0",0,0
"8985",43,5,"2","2","3","0","0","0","2","0","0","0","0",0,0
"10650",42,16,"1","1","1","0","0","0","2","1","1","0","0",0,0
"15397",34,18,"2","0","3","0","1","2","2","0","0","0","0",0,0
"37353",40,13,"1","1","1","1","0","2","1","0","0","0","0",0,0
"27094",31,21,"0","1","3","0","0","2","3","0","1","0","0",0,0
"28744",38,30,"2","0","3","1","0","2","0","0","0","0","0",0,0
"36162",24,11,"3","2","2","1","0","2","1","2","1","0","0",1,0
"15454",37,18,"2","1","3","1","0","2","2","0","1","0","0",0,0
"20721",46,13,"3","2","2","0","0","2","2","0","1","0","0",0,0
"2219",41,12,"1","2","1","1","1","0","1","2","0","0","0",0,0
"29975",43,4,"3","1","2","0","0","2","0","0","0","2","1",0,0
"9884",42,9,"1","0","2","0","0","0","2","1","1","0","0",0,0
"44398",60,3,"1","2","2","0","0","1","2","2","1","1","2",1,0
"13101",28,8,"3","1","2","0","1","2","2","0","0","0","0",0,0
"26455",32,20,"1","1","2","1","0","2","3","0","0","1","2",0,0
"16897",32,25,"2","2","3","1","1","2","2","1","0","0","0",0,0
"21928",32,20,"3","2","2","0","0","2","2","1","1","0","0",0,0
"20827",38,13,"3","1","2","0","0","2","2","0","2","0","0",0,0
"37425",45,13,"1","2","2","1","0","2","1","0","1","2","1",0,0
"30065",38,4,"3","2","3","1","0","2","0","2","1","0","0",0,0
"23703",41,28,"3","0","2","1","0","2","2","0","2","0","0",0,0
"23684",40,28,"2","2","3","0","0","2","2","0","2","0","0",0,0
"44517",70,11,"0","2","1","0","0","2","2","2","0","2","2",1,0
"2291",38,12,"1","1","0","1","0","0","1","2","2","0","0",0,0
"8154",52,2,"3","2","2","1","1","0","2","0","2","0","0",0,0
"19181",50,5,"3","2","2","1","0","2","2","1","1","0","0",0,0
"9704",34,6,"1","2","2","1","0","0","2","0","2","0","0",0,0
"8248",44,2,"1","0","1","1","0","0","2","0","2","0","0",0,0
"21508",48,19,"2","2","3","0","0","2","2","2","1","0","0",0,0
"31485",49,1,"3","2","1","1","1","2","1","1","1","2","1",0,0
"23656",35,28,"3","2","3","0","0","2","2","0","2","0","0",0,0
"2800",48,14,"1","0","1","1","0","0","1","2","0","0","0",1,0
"35833",43,8,"3","2","2","0","1","2","1","0","1","1","2",0,0
"21957",39,20,"2","2","3","0","0","2","2","2","1","0","0",0,0
"10135",57,11,"1","0","1","0","0","0","2","0","0","0","0",0,0
"6346",53,27,"1","2","1","1","1","0","1","0","0","0","0",0,0
"26693",40,20,"3","2","2","1","0","2","3","2","0","0","0",0,0
"34188",52,4,"2","2","3","1","0","2","1","1","1","0","0",0,0
"3709",31,16,"2","1","3","1","0","0","1","2","0","0","0",1,0
"721",54,6,"3","0","2","1","0","0","1","1","1","0","0",0,0
"3620",54,15,"2","2","2","1","0","0","1","2","2","0","0",0,0
"25258",38,18,"3","2","3","0","0","2","3","0","1","0","0",0,0
"14601",53,15,"1","2","1","0","0","2","2","1","1","0","0",0,0
"37085",48,13,"1","2","2","1","0","1","1","0","2","0","0",0,0
"35024",37,6,"2","1","3","1","0","2","1","0","0","0","0",0,0
"23738",51,28,"3","2","3","1","0","1","2","0","1","0","0",0,0
"43668",20,11,"0","1","2","0","0","1","1","0","2","2","2",0,0
"16480",48,23,"2","2","3","1","0","1","2","2","1","0","0",0,0
"7039",27,28,"1","1","1","1","0","0","1","1","1","0","0",0,0
"21461",49,18,"3","2","3","1","0","2","2","1","2","0","0",0,0
"29996",27,4,"3","1","2","0","0","2","0","1","1","0","0",0,0
"42020",61,28,"0","2","2","0","0","2","3","0","0","1","1",0,0
"32609",31,17,"3","1","2","1","0","2","1","2","0","2","2",0,0
"19048",52,5,"3","2","0","0","0","2","2","0","0","0","0",0,0
"17946",41,30,"2","2","3","0","1","2","2","2","1","0","0",0,0
"45060",43,20,"2","2","3","0","1","2","3","0","0","0","0",0,0
"29950",34,4,"3","2","2","0","0","2","0","1","0","0","0",0,0
"12780",59,7,"0","0","2","0","0","2","2","0","0","0","0",0,0
"15292",34,18,"3","2","2","1","1","2","2","0","2","0","0",0,0
"1984",32,9,"1","2","1","1","0","0","1","2","1","0","0",0,0
"26475",30,20,"3","0","2","1","0","2","3","0","1","0","0",0,0
"31181",25,27,"3","1","2","1","0","2","0","2","2","0","0",1,0
"6001",27,26,"2","2","2","1","0","0","1","0","1","0","0",0,0
"42305",63,16,"2","2","3","0","0","2","3","2","2","0","0",1,0
"29519",27,3,"2","1","2","1","0","2","0","0","0","0","0",0,0
"12391",42,27,"3","0","2","0","1","0","2","2","0","0","0",0,0
"28492",51,29,"1","2","2","0","0","2","0","1","1","0","0",0,0
"25072",52,18,"3","0","2","0","0","1","3","0","0","1","1",0,0
"36912",43,12,"1","2","0","1","1","2","1","0","2","2","1",0,0
"17136",35,25,"2","2","3","1","1","2","2","0","2","0","0",0,0
"40860",25,12,"3","1","2","0","0","2","2","0","0","0","0",0,0
"2203",25,12,"3","1","2","1","0","0","1","1","2","0","0",0,0
"40756",48,10,"1","2","2","1","0","2","2","0","0","1","1",0,0
"18970",54,4,"3","2","2","0","0","2","2","0","0","0","0",0,0
"44963",34,8,"3","2","2","0","0","2","3","2","1","0","0",1,0
"39609",51,26,"2","2","3","0","0","2","1","0","0","0","0",0,0
"35574",33,7,"1","2","2","1","0","2","1","2","2","0","0",0,0
"40946",61,12,"2","2","2","0","0","2","2","2","1","0","0",0,0
"14821",26,16,"3","1","2","0","0","2","2","2","0","0","0",1,0
"33975",56,30,"2","2","3","0","0","2","1","1","0","1","1",1,0
"1325",33,8,"3","2","2","1","1","0","1","1","0","0","0",0,0
"13592",51,9,"3","2","2","0","0","1","2","1","1","0","0",0,0
"30898",59,9,"0","2","1","1","1","2","0","0","2","0","0",0,0
"25917",30,19,"2","2","2","1","0","2","3","2","0","1","1",0,0
"29607",39,3,"0","1","2","1","0","2","0","2","0","0","0",1,0
"19793",32,8,"2","2","3","0","0","2","2","0","2","0","0",0,0
"6900",32,28,"3","2","2","1","0","0","1","0","1","0","0",0,0
"18349",51,31,"2","2","0","0","0","2","2","0","2","0","0",0,0
"13180",41,8,"1","2","1","1","0","2","2","0","1","0","0",0,0
"34738",37,6,"2","2","3","1","0","2","1","0","0","1","2",0,0
"27305",57,21,"3","2","2","1","0","2","3","0","0","1","1",0,0
"29801",40,4,"2","1","0","1","0","2","0","1","0","0","0",0,0
"1748",39,9,"1","1","2","1","0","0","1","0","0","0","0",0,0
"27409",33,21,"2","2","3","1","0","2","3","0","0","0","0",0,0
"38625",44,15,"2","1","3","1","1","2","1","0","2","0","0",0,0
"27439",42,21,"1","2","2","1","0","2","3","2","2","0","0",0,0
"25265",38,18,"3","2","0","1","0","1","3","0","1","0","0",0,0
"20180",50,11,"1","2","2","0","0","2","2","0","1","0","0",0,0
"36610",48,12,"3","0","2","1","0","2","1","2","1","2","1",1,0
