"","age","day","grp.job","marital","education","housing","loan","contact","grp.month","grp.duration","grp.campaign","grp.pdays","grp.previous","y.subscribe","test.subscribe"
"42232",28,12,"2","1","3","0","0","2","3","0","2","1","1",0,0
"42235",33,12,"3","2","2","0","0","2","3","1","0","1","1",1,0
"42237",65,12,"0","2","2","0","0","2","3","0","0","1","1",0,0
"42238",54,12,"1","1","2","0","0","2","3","1","0","0","0",1,0
"42239",63,12,"0","2","1","0","0","2","3","2","0","0","0",0,0
"42240",72,12,"0","2","2","0","0","2","3","2","0","0","0",0,0
"42243",32,12,"2","2","3","0","0","2","3","0","0","1","2",1,0
"42257",43,12,"3","1","2","1","0","2","3","2","1","1","1",1,0
"42259",27,12,"3","1","2","0","0","1","3","2","2","1","1",1,1
"42272",38,13,"2","2","3","0","0","2","3","0","2","0","0",0,0
"42276",58,13,"3","0","2","0","0","2","3","2","0","1","1",1,1
"42277",61,13,"2","2","2","0","0","2","3","2","0","1","1",0,1
"42278",44,13,"3","0","2","0","0","2","3","0","0","1","1",1,0
"42281",31,13,"3","1","2","0","0","2","3","1","1","1","1",1,0
"42284",56,13,"0","2","1","0","0","1","3","1","1","1","1",1,0
"42290",34,16,"2","2","3","0","0","2","3","0","0","2","1",0,0
"42292",34,16,"1","1","0","1","1","2","3","1","0","2","1",1,0
"42295",37,16,"2","2","3","0","0","2","3","0","0","1","1",1,0
"42297",27,16,"1","1","2","0","0","2","3","1","0","1","1",1,0
"42299",31,16,"3","1","2","0","0","2","3","0","0","2","1",0,0
"42307",33,16,"2","2","3","0","0","2","3","0","0","2","1",0,0
"42308",42,16,"2","2","3","0","0","2","3","0","1","2","1",0,0
"42309",26,16,"0","1","2","0","0","2","3","0","0","1","1",0,0
"42313",37,16,"3","1","3","0","0","2","3","0","0","2","1",1,0
"42314",33,16,"2","2","3","0","0","2","3","0","2","1","1",0,0
"42317",49,16,"3","0","2","0","0","2","3","0","1","1","1",0,0
"42327",40,17,"3","2","3","1","0","0","3","0","0","0","0",1,0
"42331",62,17,"2","2","3","0","0","2","3","0","1","1","1",0,0
"42332",57,17,"1","0","1","0","0","2","3","2","1","0","0",0,0
"42339",29,17,"0","1","1","0","0","2","3","1","1","2","1",1,0
"42340",42,17,"2","2","3","1","0","2","3","2","1","0","0",1,0
"42344",61,24,"3","0","3","0","0","2","3","0","1","1","1",0,0
"42347",24,24,"1","1","1","1","0","2","3","1","0","0","0",0,0
"42348",20,24,"0","1","2","0","0","2","3","2","0","1","2",1,1
"42349",42,25,"2","2","1","1","0","2","3","2","1","1","1",1,0
"42359",39,25,"3","2","2","0","0","2","3","0","0","0","0",0,0
"42360",53,25,"3","2","2","0","0","2","3","0","0","1","1",0,0
"42361",31,25,"3","1","2","0","0","2","3","1","0","0","0",1,0
"42364",38,25,"3","2","2","0","0","2","3","1","0","1","1",1,0
"42370",61,25,"0","0","1","0","0","2","3","2","0","0","0",1,0
"42371",27,25,"1","1","3","0","0","2","3","1","1","1","1",1,0
"42372",46,25,"1","2","2","0","0","2","3","2","0","0","0",1,0
"42380",46,30,"3","2","3","0","0","2","3","2","1","2","1",0,0
"42382",58,30,"0","2","1","0","0","2","3","2","2","0","0",0,0
"42386",45,30,"3","2","0","0","0","2","3","0","0","1","1",0,0
"42387",22,30,"0","1","3","0","0","2","3","1","2","1","1",1,0
"42389",33,30,"3","2","3","0","0","2","3","0","0","1","1",0,0
"42392",31,2,"3","2","2","0","0","2","0","1","0","0","0",1,0
"42394",60,2,"0","0","3","1","0","2","0","2","0","1","2",1,1
"42395",44,2,"0","1","0","0","0","2","0","1","1","0","0",0,0
"42397",32,3,"2","1","3","0","0","1","0","0","0","0","0",0,0
"42401",53,3,"0","2","1","1","0","2","0","2","0","0","0",1,0
"42402",27,3,"1","1","2","1","0","2","0","0","1","1","2",0,0
"42409",72,4,"0","2","0","0","0","1","0","2","1","0","0",1,0
"42412",49,4,"2","2","3","0","0","2","0","2","1","1","2",1,1
"42415",31,4,"0","1","0","0","0","2","0","2","2","1","2",0,1
"42417",69,4,"0","0","2","0","0","2","0","0","1","0","0",0,0
"42418",28,4,"0","1","0","0","0","2","0","1","1","2","1",1,0
"42420",73,4,"0","0","1","0","0","2","0","2","2","0","0",1,0
"42422",27,4,"0","1","0","0","0","2","0","1","1","0","0",0,0
"42423",27,4,"0","1","2","0","0","1","0","0","2","1","2",0,0
"42427",31,7,"3","2","2","1","0","2","0","0","0","1","1",0,0
"42431",61,7,"0","0","2","0","0","2","0","2","1","0","0",0,0
"42432",45,7,"3","2","2","1","0","2","0","2","0","0","0",1,0
"42440",51,7,"3","2","2","0","0","2","0","1","1","0","0",1,0
"42456",27,9,"2","1","3","0","0","2","0","0","0","1","1",0,0
"42458",49,9,"3","2","2","0","0","2","0","2","0","0","0",1,0
"42459",59,9,"0","2","2","0","0","2","0","2","1","0","0",1,0
"42461",86,9,"0","1","2","0","0","1","0","2","0","0","0",1,0
"42463",79,9,"0","2","2","0","0","2","0","2","1","2","2",1,0
"42464",71,9,"0","2","2","0","0","1","0","0","2","0","0",0,0
"42466",35,9,"3","2","2","1","0","1","0","1","1","0","0",0,0
"42467",41,9,"0","2","2","1","1","1","0","1","1","2","1",1,0
"42469",49,10,"2","2","3","0","0","2","0","2","2","0","0",1,0
"42472",61,10,"0","2","1","0","0","2","0","0","1","0","0",0,0
"42476",22,10,"0","1","3","0","0","2","0","1","0","1","1",0,0
"42479",64,10,"0","2","1","0","0","2","0","1","0","0","0",1,0
"42482",72,10,"0","2","1","0","0","2","0","2","2","1","1",1,1
"42484",79,11,"0","2","1","0","0","2","0","0","1","1","1",1,0
"42485",40,14,"2","1","3","0","0","2","0","1","0","1","1",0,0
"42487",41,14,"2","1","3","0","0","2","0","2","0","1","1",0,1
"42495",87,15,"0","2","2","0","0","1","0","0","0","0","0",0,0
"42496",53,15,"3","2","2","0","0","1","0","2","0","1","1",1,1
"42499",26,15,"3","1","3","0","0","2","0","0","2","1","2",0,0
"42500",29,16,"2","1","3","0","0","2","0","1","0","1","1",1,0
"42501",45,16,"3","2","3","0","0","2","0","0","0","1","1",0,0
"42517",32,17,"3","2","2","0","0","2","0","2","1","1","1",1,0
"42518",31,17,"2","1","3","0","0","2","0","1","2","1","1",0,0
"42519",51,17,"1","2","2","0","1","2","0","1","1","0","0",1,0
"42524",30,18,"2","1","3","1","0","2","0","2","1","0","0",1,0
"42528",60,18,"3","2","2","0","0","1","0","0","2","1","1",0,0
"42529",44,21,"1","2","2","1","0","2","0","0","1","2","1",0,0
"42531",44,21,"3","2","2","0","0","2","0","0","2","1","1",0,0
"42533",32,21,"3","1","2","1","0","2","0","2","0","1","1",1,0
"42543",60,22,"3","2","2","0","0","2","0","1","0","1","2",1,0
"42545",35,22,"2","1","3","0","0","2","0","2","1","1","1",1,1
"42547",37,22,"3","2","2","1","0","2","0","0","1","0","0",0,0
"42549",25,23,"0","1","0","0","0","2","0","0","1","2","1",0,0
"42554",47,24,"2","2","3","0","0","2","0","2","0","0","0",0,0
"42557",32,24,"2","1","3","0","0","1","0","1","0","2","1",0,0
"42558",33,28,"2","2","3","0","0","2","0","1","1","0","0",1,0
"42561",33,28,"3","1","3","0","0","2","0","0","2","0","0",0,0
"42562",47,28,"3","2","2","0","1","2","0","1","0","2","1",0,0
"42566",39,28,"3","1","3","1","0","2","0","1","0","2","1",1,0
"42569",36,28,"3","1","2","1","0","2","0","1","0","0","0",0,0
"42571",35,28,"3","1","3","1","0","2","0","0","0","1","1",0,0
"42573",44,28,"2","2","0","0","0","2","0","2","0","0","0",1,0
"42574",78,29,"0","0","1","0","0","2","0","1","1","0","0",0,0
"42576",20,29,"0","1","0","0","0","2","0","1","0","0","0",1,0
"42578",32,29,"3","2","2","0","0","2","0","2","0","1","1",0,1
"42581",30,29,"2","1","3","0","0","2","0","2","1","0","0",1,0
"42583",72,29,"0","2","1","0","0","2","0","1","1","0","0",0,0
"42587",30,30,"2","1","3","1","0","2","0","0","1","2","1",0,0
"42588",46,30,"2","0","3","0","0","2","0","2","1","0","0",1,0
"42589",30,30,"1","1","3","1","0","2","0","0","1","0","0",0,0
"42590",40,30,"3","2","2","1","0","2","0","0","1","2","1",0,0
"42591",32,31,"3","2","0","0","0","2","0","2","1","1","1",0,0
"42592",38,6,"1","2","2","0","0","0","0","0","0","0","0",0,0
"42594",51,7,"3","0","3","1","0","0","0","0","0","0","0",0,0
"42602",27,8,"2","1","3","0","0","1","0","0","1","0","0",0,0
"42604",57,11,"0","2","2","0","0","1","0","2","0","1","1",1,1
"42605",55,11,"3","2","2","0","0","2","0","1","0","1","1",1,0
"42609",70,11,"0","2","1","0","0","2","0","1","1","1","1",0,0
"42611",36,11,"2","2","3","0","0","2","0","0","1","1","1",0,0
"42615",65,12,"2","2","3","0","0","2","0","0","0","1","1",0,0
"42619",53,12,"3","0","3","1","1","2","0","0","0","1","2",0,0
"42624",66,12,"2","2","3","0","0","1","0","2","0","0","0",1,0
"42625",31,12,"3","1","2","0","0","2","0","1","0","2","1",1,0
"42627",25,12,"3","1","2","0","0","2","0","1","0","0","0",1,0
"42628",28,12,"3","1","2","0","0","2","0","2","0","1","1",1,1
"42633",29,12,"1","1","2","0","0","2","0","2","1","0","0",0,0
"42634",49,12,"2","2","3","1","1","2","0","1","1","1","1",1,0
"42636",87,12,"0","2","1","0","0","1","0","2","1","0","0",1,0
"42637",34,13,"1","2","1","0","0","2","0","1","2","1","1",0,0
"42638",22,13,"0","1","2","0","0","2","0","0","1","0","0",1,0
"42640",28,13,"2","1","3","0","0","2","0","0","0","1","1",1,0
"42644",31,13,"0","2","3","0","0","2","0","1","0","1","1",1,0
"42645",60,13,"0","2","2","0","0","2","0","2","1","0","0",1,0
"42646",41,13,"3","1","0","1","0","2","0","1","1","0","0",1,0
"42650",54,13,"2","0","3","0","0","2","0","2","1","0","0",1,0
"42653",28,13,"0","2","2","0","0","2","0","0","1","1","1",0,0
"42654",35,13,"3","1","2","0","0","2","0","2","1","1","1",0,1
"42657",70,14,"0","0","1","0","0","1","0","2","0","1","1",1,1
"42660",51,14,"3","2","2","1","1","2","0","1","0","1","1",0,0
"42662",48,14,"0","2","2","0","0","2","0","2","0","2","1",1,0
"42668",36,14,"3","0","2","0","0","2","0","0","2","1","2",0,0
"42672",64,14,"1","2","1","0","0","2","0","2","0","0","0",1,0
"42683",38,15,"3","2","2","0","0","2","0","2","1","0","0",0,0
"42684",37,15,"3","1","2","0","0","2","0","2","1","0","0",1,0
"42687",26,15,"3","1","2","0","0","2","0","0","1","2","2",0,0
"42688",40,15,"3","1","3","0","0","2","0","0","1","0","0",0,0
"42697",64,18,"0","2","2","0","0","2","0","2","0","1","1",1,1
"42702",21,18,"0","1","1","0","0","1","0","1","2","2","2",1,0
"42703",63,18,"1","2","3","0","0","2","0","1","1","1","1",0,0
"42705",28,18,"2","1","3","0","0","1","0","0","2","0","0",0,0
"42707",31,22,"2","2","3","1","0","0","0","0","0","0","0",0,0
"42710",76,25,"0","2","3","0","0","2","0","1","0","1","1",0,0
"42713",39,25,"2","2","3","0","0","2","0","0","1","1","1",0,0
"42714",37,25,"2","1","3","0","0","2","0","0","0","2","1",0,0
"42720",27,25,"0","1","2","0","0","2","0","0","0","2","1",0,0
"42722",63,25,"0","2","2","0","0","2","0","1","0","0","0",0,0
"42723",63,25,"0","2","2","0","0","2","0","2","0","0","0",1,0
"42729",33,26,"3","1","3","0","0","2","0","0","0","0","0",0,0
"42731",77,26,"0","2","2","0","0","1","0","2","0","1","1",1,1
"42732",74,26,"0","2","2","0","0","2","0","0","0","1","1",0,0
"42733",56,26,"0","2","2","0","0","2","0","2","1","0","0",0,0
"42734",68,26,"0","1","3","0","0","2","0","2","0","1","1",1,1
"42740",42,27,"0","1","0","0","0","2","0","1","0","1","1",1,0
"42742",36,27,"3","2","3","1","0","2","0","0","0","2","1",0,0
"42744",48,27,"3","0","2","0","0","2","0","0","0","2","1",1,0
"42745",52,27,"3","2","2","1","0","2","0","2","0","1","1",1,0
"42746",38,27,"1","0","2","0","0","2","0","0","2","1","1",1,0
"42750",30,27,"1","2","2","0","0","2","0","1","1","0","0",0,0
"42754",69,27,"0","0","2","0","0","2","0","1","1","1","1",0,0
"42756",39,27,"3","2","2","0","0","2","0","2","0","2","2",1,0
"42763",66,28,"0","2","3","0","0","2","0","0","1","0","0",0,0
"42764",36,28,"0","1","3","0","0","2","0","2","0","1","1",1,1
"42768",52,28,"3","2","2","0","0","2","0","2","2","1","1",1,0
"42770",38,28,"3","1","3","1","0","2","0","1","0","2","1",0,0
"42771",32,28,"3","1","3","0","0","1","0","1","2","2","2",0,0
"42774",39,28,"3","2","3","1","1","2","0","0","1","0","0",0,0
"42776",49,28,"3","0","0","0","0","2","0","2","0","0","0",1,0
"42779",42,28,"2","1","3","0","0","2","0","0","0","0","0",1,0
"42780",80,28,"0","2","1","0","0","2","0","0","0","1","1",1,0
"42782",31,28,"1","1","3","1","0","2","0","0","0","2","2",0,0
"42783",33,28,"3","2","3","0","0","2","0","1","0","1","1",1,0
"42784",56,28,"3","2","3","0","0","2","0","1","0","2","1",1,0
"42796",82,28,"1","0","1","0","0","2","0","0","1","1","1",0,0
"42797",62,28,"3","2","0","1","0","1","0","0","2","1","1",0,0
"42800",60,29,"0","2","2","1","0","2","0","0","1","0","0",1,0
"42801",43,29,"2","2","3","0","0","2","0","0","2","0","0",0,0
"42804",26,29,"3","1","2","0","0","2","0","0","0","0","0",1,0
"42807",36,29,"3","2","3","0","0","2","0","1","0","1","1",1,0
"42809",54,29,"3","1","2","0","0","1","0","0","0","2","2",0,0
"42810",32,29,"2","0","3","1","0","2","0","0","0","1","1",0,0
"42812",26,29,"3","1","3","1","0","2","0","1","1","0","0",0,0
"42820",29,1,"3","2","2","1","0","2","0","1","1","1","1",0,0
"42822",33,1,"2","1","2","0","0","2","0","2","2","0","0",1,0
"42824",40,1,"1","2","2","1","0","2","0","1","1","0","0",0,0
"42827",36,1,"3","1","3","0","0","2","0","2","1","1","1",0,1
"42828",65,2,"0","2","3","0","0","1","0","0","0","2","1",0,0
"42832",33,2,"2","2","3","1","0","2","0","0","0","2","1",0,0
"42833",65,2,"0","2","2","0","0","2","0","2","0","0","0",0,0
"42835",45,2,"2","2","3","0","0","2","0","2","0","0","0",1,0
"42837",33,2,"0","1","3","1","0","2","0","0","0","1","1",0,0
"42843",53,3,"3","1","2","1","0","2","0","0","0","1","1",0,0
"42847",33,3,"3","2","2","1","0","2","0","2","0","2","2",1,0
"42848",34,3,"3","0","2","1","0","2","0","0","0","1","2",0,0
"42854",52,3,"1","2","2","0","1","2","0","0","0","1","1",1,0
"42861",45,3,"3","2","2","0","0","2","0","2","0","1","1",1,1
"42865",68,3,"0","2","3","0","0","2","0","1","1","1","1",1,0
"42870",74,3,"0","2","1","0","0","2","0","1","1","1","1",0,0
"42873",32,4,"0","1","3","0","0","2","0","1","1","2","1",1,0
"42885",33,4,"3","2","3","1","1","2","0","0","2","1","1",0,0
"42888",35,4,"3","1","3","1","1","2","0","1","2","1","2",0,0
"42890",35,4,"0","1","3","0","0","2","0","2","0","1","1",1,1
"42892",80,4,"0","2","2","0","0","1","0","2","0","1","1",1,1
"42897",76,4,"0","2","3","0","0","1","0","0","1","1","1",0,0
"42901",29,4,"2","1","3","0","0","2","0","0","1","1","1",0,0
"42912",42,5,"3","2","3","0","0","2","0","0","0","1","1",0,0
"42915",71,5,"0","2","3","0","0","2","0","2","0","1","1",0,1
"42920",73,5,"0","2","3","0","0","2","0","0","1","0","0",0,0
"42921",34,5,"1","2","2","1","0","2","0","1","1","2","2",0,0
"42923",49,5,"1","2","2","0","0","1","0","1","2","0","0",0,0
"42925",65,5,"0","2","1","0","0","1","0","0","1","0","0",0,0
"42926",33,5,"2","2","3","0","0","2","0","1","0","0","0",0,0
"42927",25,5,"2","1","3","0","0","2","0","0","0","1","1",0,0
"42929",41,5,"3","0","2","0","0","2","0","1","0","0","0",0,0
"42937",22,8,"0","1","2","0","0","2","0","2","0","1","1",1,1
"42947",29,8,"2","1","0","0","0","2","0","1","0","0","0",0,0
"42948",35,8,"2","2","3","0","0","2","0","2","1","1","1",1,1
"42953",60,9,"3","2","2","1","0","2","0","0","0","2","2",1,0
"42956",65,9,"2","2","3","0","0","1","0","1","0","1","1",1,0
"42960",27,9,"2","1","3","0","0","2","0","0","1","1","1",1,0
"42963",39,9,"1","1","3","1","0","2","0","0","1","1","1",1,0
"42971",52,10,"0","2","2","0","0","2","0","0","0","1","2",1,0
"42976",60,10,"0","2","2","0","0","2","0","1","0","1","1",1,0
"42982",34,10,"2","0","3","0","0","2","0","1","1","1","1",1,0
"42983",58,10,"2","2","2","0","1","2","0","0","1","1","2",1,0
"42988",27,11,"0","1","3","0","0","2","0","1","0","1","1",1,0
"42990",77,11,"0","2","2","0","0","2","0","1","0","1","1",1,0
"42993",30,11,"3","1","2","0","0","2","0","0","2","0","0",1,0
"42996",76,11,"0","2","1","0","0","2","0","1","0","1","1",1,0
"42997",75,11,"1","2","2","0","0","2","0","2","1","1","1",0,0
"42999",35,11,"2","2","3","1","0","2","0","2","1","1","2",1,0
"43001",42,11,"1","2","2","1","0","2","0","2","1","1","1",1,0
"43004",44,11,"3","1","2","0","0","2","0","1","0","1","1",0,0
"43018",26,12,"0","1","2","0","0","2","0","1","0","0","0",1,0
"43024",32,12,"3","2","2","0","0","2","0","2","0","2","1",1,0
"43026",34,12,"2","2","3","0","0","2","0","1","0","2","1",1,0
"43027",21,12,"0","1","2","0","0","1","0","2","2","1","1",1,1
"43030",35,12,"3","1","3","1","0","1","0","2","0","1","1",0,0
"43037",49,15,"3","2","1","1","0","2","0","0","0","0","0",1,0
"43041",23,15,"0","1","2","0","0","2","0","1","1","1","1",1,0
"43043",45,15,"2","2","3","1","0","2","0","0","2","1","2",1,0
"43045",30,15,"0","1","2","0","0","2","0","2","0","1","1",1,1
"43048",23,15,"0","1","2","0","0","2","0","2","0","1","1",1,1
"43049",34,15,"2","2","3","1","0","2","0","1","0","1","1",1,0
"43050",27,15,"2","1","3","1","0","2","0","1","1","0","0",1,0
"43052",65,15,"0","2","2","0","0","2","0","0","1","0","0",0,0
"43054",61,15,"2","0","3","0","0","2","0","2","1","1","1",1,1
"43056",34,18,"2","1","3","0","0","0","0","2","0","0","0",1,0
"43057",28,18,"3","2","3","1","1","2","0","0","1","0","0",0,0
"43061",26,18,"3","1","3","0","0","2","0","1","0","1","1",0,0
"43062",59,18,"2","2","3","0","0","2","0","2","0","1","1",0,1
"43063",64,18,"0","2","2","0","0","2","0","2","0","1","1",0,1
"43067",35,18,"2","1","3","0","0","2","0","2","0","2","1",1,0
"43069",25,18,"2","1","0","0","0","2","0","0","1","1","1",0,0
"43070",33,18,"2","2","3","0","0","2","0","1","0","2","2",0,0
"43083",60,19,"0","0","2","0","0","2","0","1","0","1","1",1,0
"43085",53,22,"2","2","3","0","0","0","0","2","0","0","0",1,0
"43093",55,22,"0","0","2","0","0","2","0","1","0","2","1",1,0
"43098",60,22,"2","2","2","0","0","1","0","1","1","1","2",0,0
"43104",80,23,"1","2","1","0","0","2","0","2","0","1","1",1,0
"43106",47,23,"3","2","2","0","0","2","0","1","0","1","2",1,0
"43107",72,23,"0","0","3","0","0","2","0","1","0","0","0",1,0
"43108",45,23,"2","1","3","0","0","2","0","0","1","2","2",1,0
"43116",32,23,"2","2","3","1","1","0","0","0","0","2","1",1,0
"43118",79,24,"0","0","1","0","0","1","0","0","1","0","0",0,0
"43124",48,24,"1","2","3","0","0","2","0","0","1","1","1",1,0
"43126",53,24,"3","2","3","1","0","2","0","0","0","0","0",0,0
"43133",61,24,"2","0","3","0","0","2","0","2","1","0","0",1,0
"43138",46,24,"3","2","0","0","0","2","0","0","1","1","2",0,0
"43140",37,24,"2","2","3","0","0","2","0","2","1","1","2",1,1
"43142",25,25,"3","1","2","0","0","0","0","0","0","0","0",0,0
"43147",56,25,"2","2","0","0","0","2","0","1","0","1","1",1,0
"43150",22,25,"0","1","2","0","0","1","0","0","0","1","1",1,0
"43156",27,26,"3","2","2","0","1","0","0","2","0","0","0",0,0
"43157",24,26,"0","1","2","0","0","2","0","1","1","2","1",0,0
"43160",33,26,"2","2","3","0","0","2","0","2","1","1","1",1,1
"43162",47,26,"3","2","0","0","0","2","0","1","0","2","1",0,0
"43163",34,26,"2","2","2","0","0","0","0","0","0","0","0",0,0
"43165",30,26,"2","1","3","0","0","2","0","2","0","1","1",1,1
"43166",28,26,"0","1","2","0","0","2","0","0","0","1","1",0,0
"43167",27,26,"1","1","2","0","0","2","0","2","1","0","0",0,0
"43168",73,26,"0","2","0","0","0","1","0","1","1","1","1",1,0
"43171",60,26,"1","2","1","0","0","2","0","2","1","1","1",0,0
"43173",38,1,"3","1","2","0","0","0","1","0","0","0","0",0,0
"43175",59,2,"2","2","3","0","0","2","1","2","0","1","1",1,1
"43177",28,2,"1","1","2","1","0","2","1","2","0","1","2",1,1
"43182",38,2,"3","1","2","0","0","2","1","1","0","0","0",1,0
"43185",51,2,"3","2","3","0","0","2","1","2","1","0","0",1,0
"43189",47,2,"3","2","1","0","0","2","1","0","1","2","1",1,0
"43193",40,2,"0","1","3","0","0","2","1","1","1","1","1",1,0
"43195",90,3,"0","0","1","0","0","1","1","2","0","0","0",1,0
"43196",29,3,"0","1","0","0","0","2","1","0","1","1","1",1,0
"43198",68,3,"0","2","2","0","0","2","1","0","1","1","1",1,0
"43209",39,4,"3","2","3","0","0","2","1","2","0","1","1",0,1
"43212",26,4,"3","1","3","1","0","2","1","2","1","2","2",1,0
"43217",26,5,"0","1","2","0","0","2","1","1","0","2","1",1,0
"43224",68,5,"0","2","1","0","0","2","1","2","0","0","0",1,0
"43228",54,5,"1","2","3","0","0","2","1","2","1","0","0",1,0
"43231",64,5,"0","2","2","0","0","2","1","0","0","1","1",0,0
"43232",37,5,"2","2","3","0","0","2","1","1","0","0","0",1,0
"43233",36,5,"3","2","2","1","0","2","1","2","1","1","2",1,0
"43248",35,9,"2","2","3","0","0","2","1","0","1","1","1",1,0
"43249",69,9,"0","2","0","0","0","1","1","1","0","1","1",1,0
"43253",35,9,"3","2","2","1","0","2","1","1","0","1","1",1,0
"43255",34,9,"2","2","3","0","0","2","1","1","1","1","2",1,0
"43257",36,9,"3","2","2","0","0","2","1","1","1","1","1",1,0
"43270",39,10,"2","2","3","0","0","2","1","0","1","2","1",1,0
"43283",46,12,"1","2","2","1","0","2","1","1","0","1","1",1,0
"43289",33,15,"3","2","2","1","0","2","1","1","2","0","0",0,0
"43294",25,15,"0","1","0","0","0","2","1","0","0","1","1",0,0
"43302",41,15,"3","0","2","1","1","1","1","1","2","1","1",1,0
"43305",34,16,"1","0","3","0","0","2","1","1","0","2","1",0,0
"43306",38,16,"1","1","2","1","0","2","1","0","0","2","1",1,0
"43310",60,16,"0","0","2","0","0","2","1","1","0","1","2",1,1
"43311",53,16,"3","2","2","0","0","1","1","1","0","1","1",1,0
"43313",51,16,"2","2","3","0","0","2","1","2","0","1","2",0,1
"43320",35,17,"0","1","2","0","0","0","1","2","0","0","0",1,0
"43322",31,17,"0","1","0","0","0","1","1","0","2","0","0",0,0
"43323",22,17,"2","1","3","0","0","2","1","1","1","0","0",1,0
"43328",27,18,"3","1","3","0","0","2","1","2","1","1","1",0,1
"43332",59,18,"2","2","3","0","0","2","1","2","1","1","2",1,1
"43333",86,18,"0","2","2","0","0","1","1","0","1","1","1",0,0
"43337",31,22,"2","1","3","0","0","2","1","1","1","1","1",1,0
"43338",43,22,"2","0","3","0","0","2","1","0","1","1","1",1,0
"43339",35,22,"2","1","3","1","0","2","1","1","0","0","0",1,0
"43340",60,22,"3","2","2","0","0","2","1","1","0","1","2",1,0
"43345",42,23,"0","2","2","1","1","2","1","0","0","2","2",0,0
"43349",28,23,"2","1","3","0","0","2","1","1","1","0","0",1,0
"43353",62,25,"2","2","3","0","0","2","1","1","0","1","1",1,0
"43357",57,25,"2","2","3","0","0","2","1","1","0","1","2",1,0
"43358",58,25,"3","2","2","0","0","1","1","1","1","0","0",0,0
"43363",60,26,"0","2","2","0","0","2","1","2","0","1","1",0,1
"43366",82,26,"0","0","1","0","0","1","1","0","0","0","0",0,0
"43368",72,26,"0","2","1","0","0","2","1","1","1","1","1",0,0
"43372",36,29,"3","2","3","1","0","2","1","1","1","1","1",0,0
"43373",45,29,"3","2","2","1","1","2","1","0","1","2","1",0,0
"43374",31,29,"2","1","3","1","0","2","1","2","1","2","2",0,0
"43377",28,29,"3","1","3","0","0","1","1","2","1","2","1",1,0
"43383",31,30,"2","1","3","0","0","2","1","2","0","1","1",0,1
"43386",80,31,"0","0","1","0","0","2","1","2","0","2","1",1,1
"43387",47,31,"2","2","3","0","0","2","1","1","0","1","1",1,0
"43395",86,1,"0","2","1","0","0","1","1","2","1","0","0",1,0
"43398",26,1,"2","1","3","0","0","2","1","1","0","0","0",0,0
"43399",45,1,"3","2","2","0","1","2","1","2","1","0","0",1,0
"43401",47,5,"3","2","2","1","0","2","1","0","2","2","1",1,0
"43402",53,5,"1","2","2","0","0","2","1","2","0","0","0",0,0
"43407",70,5,"0","2","3","0","0","2","1","0","1","1","1",0,0
"43415",34,5,"3","0","2","0","0","2","1","0","1","2","1",0,0
"43416",29,5,"2","1","0","0","0","2","1","2","0","2","1",1,0
"43417",30,5,"2","2","3","1","0","2","1","2","2","2","1",1,0
"43422",27,6,"0","1","3","1","0","2","1","2","0","2","1",1,0
"43423",33,6,"2","1","3","1","1","2","1","1","0","2","1",1,0
"43426",57,6,"0","2","0","0","0","2","1","0","1","2","1",1,0
"43431",46,8,"2","2","3","0","0","2","1","0","2","0","0",0,0
"43436",36,12,"3","1","2","0","0","2","1","0","1","0","0",1,0
"43438",31,12,"2","1","3","0","0","2","1","1","0","2","1",0,0
"43444",29,12,"2","1","3","0","0","2","1","2","1","1","1",0,1
"43448",29,12,"0","2","3","1","0","2","1","0","0","0","0",0,0
"43453",29,12,"3","1","2","0","0","2","1","0","1","0","0",0,0
"43455",31,12,"3","2","2","0","0","2","1","0","0","0","0",1,0
"43461",30,13,"2","1","3","0","0","2","1","2","0","0","0",1,0
"43465",36,13,"2","1","3","0","0","2","1","2","0","2","1",1,1
"43478",75,15,"0","2","2","0","0","1","1","1","0","1","1",1,0
"43482",30,15,"2","1","3","0","0","2","1","0","0","0","0",1,0
"43484",39,15,"3","2","2","0","1","2","1","1","0","0","0",1,0
"43490",35,16,"2","0","3","0","0","2","1","0","0","0","0",0,0
"43491",22,16,"2","1","3","0","1","2","1","2","1","0","0",1,0
"43496",34,19,"3","1","2","0","0","2","1","1","2","0","0",0,0
"43499",22,19,"0","1","1","0","0","2","1","2","0","1","1",1,1
"43500",27,19,"3","1","2","0","0","2","1","0","1","0","0",1,0
"43501",73,19,"0","2","2","0","0","2","1","1","1","1","1",0,0
"43502",57,19,"2","2","3","1","0","1","1","2","2","0","0",1,0
"43508",39,20,"1","1","2","1","0","2","1","2","0","2","1",1,0
"43516",29,21,"1","1","3","0","0","1","1","2","0","0","0",1,0
"43520",58,22,"2","2","2","0","0","2","1","0","0","0","0",1,0
"43527",40,23,"3","2","3","0","0","2","1","2","2","1","1",1,1
"43531",42,23,"2","2","2","1","0","2","1","1","0","2","1",1,0
"43537",46,26,"3","0","1","1","0","2","1","2","1","2","1",1,0
"43539",35,26,"3","2","2","0","0","2","1","1","1","1","1",1,0
"43543",26,26,"2","1","3","0","0","2","1","1","0","2","1",1,0
"43545",45,26,"1","1","2","1","0","2","1","2","0","1","1",1,0
"43547",41,26,"3","0","2","0","0","2","1","1","2","0","0",0,0
"43548",29,26,"2","1","3","0","0","2","1","2","1","1","1",1,1
